,Open,High,Low,Close,Volume,EMA,Bollinger_Upper,Bollinger_Lower,Close_Lag1,Close_Lag2,Close_Lag3,Close_Lag4,Close_Lag5,Close_Lag6,Close_Lag7,Close_Lag8,Close_Lag9,Close_Lag10,Close_Lag11,Close_Lag12,Close_Lag13,Close_Lag14,Close_Lag15,Close_Lag16,Close_Lag17,Close_Lag18,Close_Lag19,Trend,Stock_name
2022-11-09,227.37,228.6327,224.33,224.51,27852910,242.5741017010848,258.03447712963066,231.11852287036942,228.87,227.87,221.39,214.25,220.1,228.17,232.13,235.87,226.75,231.32,250.66,247.25,242.12,236.15,236.48,238.5,237.53,228.56,234.24,236.45159999999998,MSFT
2022-11-08,228.7,231.65,225.84,228.87,28192548,241.26894915812434,258.9842149295569,228.61878507044312,227.87,221.39,214.25,220.1,228.17,232.13,235.87,226.75,231.32,250.66,247.25,242.12,236.15,236.48,238.5,237.53,228.56,234.24,225.75,236.466,MSFT
2022-11-07,221.99,228.41,221.28,227.87,33497979,239.9928587621125,259.6856670996943,226.19233290030573,221.39,214.25,220.1,228.17,232.13,235.87,226.75,231.32,250.66,247.25,242.12,236.15,236.48,238.5,237.53,228.56,234.24,225.75,225.41,236.01239999999999,MSFT
2022-11-04,217.55,221.59,213.431,221.39,36789063,238.2211579276256,260.4292772521109,222.56772274788904,214.25,220.1,228.17,232.13,235.87,226.75,231.32,250.66,247.25,242.12,236.15,236.48,238.5,237.53,228.56,234.24,225.75,225.41,229.25,235.56840000000003,MSFT
2022-11-03,220.09,220.41,213.98,214.25,36633922,235.93819050594698,260.8772493196881,218.04275068031188,220.1,228.17,232.13,235.87,226.75,231.32,250.66,247.25,242.12,236.15,236.48,238.5,237.53,228.56,234.24,225.75,225.41,229.25,234.24,235.30719999999997,MSFT
2022-11-02,229.46,231.3,220.04,220.1,38407008,234.42979141014249,259.55203207512926,215.9089679248707,228.17,232.13,235.87,226.75,231.32,250.66,247.25,242.12,236.15,236.48,238.5,237.53,228.56,234.24,225.75,225.41,229.25,234.24,246.79,235.12640000000002,MSFT
2022-11-01,234.6,235.74,227.325,228.17,30592271,233.83362079965272,256.97221188001225,215.79178811998779,232.13,235.87,226.75,231.32,250.66,247.25,242.12,236.15,236.48,238.5,237.53,228.56,234.24,225.75,225.41,229.25,234.24,246.79,249.2,234.62000000000003,MSFT
2022-10-31,233.76,234.92,231.15,232.13,28357265,233.67137119968578,256.5577677969542,215.3862322030459,235.87,226.75,231.32,250.66,247.25,242.12,236.15,236.48,238.5,237.53,228.56,234.24,225.75,225.41,229.25,234.24,246.79,249.2,248.88,234.3224,MSFT
2022-10-28,226.24,236.6,226.05,235.87,40647724,233.8807644187633,256.08235275100304,215.272647248997,226.75,231.32,250.66,247.25,242.12,236.15,236.48,238.5,237.53,228.56,234.24,225.75,225.41,229.25,234.24,246.79,249.2,248.88,240.74,233.6832,MSFT
2022-10-27,231.04,233.69,225.78,226.75,40424645,233.20164399792873,254.6213239385618,214.65967606143826,231.32,250.66,247.25,242.12,236.15,236.48,238.5,237.53,228.56,234.24,225.75,225.41,229.25,234.24,246.79,249.2,248.88,240.74,232.9,233.02080000000004,MSFT
2022-10-26,231.17,238.3,230.06,231.32,82684846,233.0224398076498,252.8937776153583,214.76122238464174,250.66,247.25,242.12,236.15,236.48,238.5,237.53,228.56,234.24,225.75,225.41,229.25,234.24,246.79,249.2,248.88,240.74,232.9,237.5,232.5288,MSFT
2022-10-25,247.26,251.04,245.83,250.66,34775505,234.70220744501648,254.01925221232875,214.1987477876712,247.25,242.12,236.15,236.48,238.5,237.53,228.56,234.24,225.75,225.41,229.25,234.24,246.79,249.2,248.88,240.74,232.9,237.5,241.07,232.01399999999998,MSFT
2022-10-24,243.76,247.84,241.295,247.25,24911212,235.89723530739585,254.84368567975724,213.8943143202427,242.12,236.15,236.48,238.5,237.53,228.56,234.24,225.75,225.41,229.25,234.24,246.79,249.2,248.88,240.74,232.9,237.5,241.07,236.41,232.16639999999998,MSFT
2022-10-21,234.74,243.0,234.5,242.12,26299733,236.48987956383434,254.95593082711338,213.8720691728867,236.15,236.48,238.5,237.53,228.56,234.24,225.75,225.41,229.25,234.24,246.79,249.2,248.88,240.74,232.9,237.5,241.07,236.41,237.45,233.154,MSFT
2022-10-20,235.77,241.31,234.87,236.15,21811015,236.4575100815644,254.41479752056443,213.86020247943554,236.48,238.5,237.53,228.56,234.24,225.75,225.41,229.25,234.24,246.79,249.2,248.88,240.74,232.9,237.5,241.07,236.41,237.45,237.92,233.95439999999996,MSFT
2022-10-19,237.04,239.61,234.29,236.48,19985698,236.45965197855827,253.8724466791353,213.8775533208647,238.5,237.53,228.56,234.24,225.75,225.41,229.25,234.24,246.79,249.2,248.88,240.74,232.9,237.5,241.07,236.41,237.45,237.92,240.98,234.46919999999997,MSFT
2022-10-18,243.24,243.93,235.37,238.5,26329591,236.6539708377432,253.4620372556575,213.94096274434247,237.53,228.56,234.24,225.75,225.41,229.25,234.24,246.79,249.2,248.88,240.74,232.9,237.5,241.07,236.41,237.45,237.92,240.98,238.95,234.9296,MSFT
2022-10-17,235.82,238.96,235.135,237.53,28142268,236.73740218652958,253.00501982707755,213.9959801729225,228.56,234.24,225.75,225.41,229.25,234.24,246.79,249.2,248.88,240.74,232.9,237.5,241.07,236.41,237.45,237.92,240.98,238.95,242.45,235.85959999999997,MSFT
2022-10-14,235.54,237.24,228.34,228.56,30198588,235.95860197828867,251.09189402178563,214.05410597821438,234.24,225.75,225.41,229.25,234.24,246.79,249.2,248.88,240.74,232.9,237.5,241.07,236.41,237.45,237.92,240.98,238.95,242.45,244.52,236.69839999999996,MSFT
2022-10-13,219.85,236.1,219.13,234.24,42551818,235.79492559940405,250.02256467268458,214.24943532731535,225.75,225.41,229.25,234.24,246.79,249.2,248.88,240.74,232.9,237.5,241.07,236.41,237.45,237.92,240.98,238.95,242.45,244.52,244.74,237.028,MSFT
