Date,Open,High,Low,Close,Volume,Bollinger_Upper,Bollinger_Lower,Close_Lag1,Close_Lag2,Close_Lag3,Close_Lag4,Close_Lag5,Close_Lag6,Close_Lag7,Close_Lag8,Close_Lag9,Close_Lag10,Close_Lag11,Close_Lag12,Close_Lag13,Close_Lag14,Close_Lag15,Close_Lag16,Close_Lag17,Close_Lag18,Close_Lag19
2020-02-14 00:00:00-05:00,107.78399658203125,107.9520034790039,106.29450225830078,106.74349975585938,52124000,111.54558277374028,87.26486568207028,107.49349975585938,108.0,107.54000091552734,106.69550323486328,103.96399688720703,102.5114974975586,101.99349975585938,102.4834976196289,100.20999908447266,100.43599700927734,93.53399658203125,92.9000015258789,92.6624984741211,91.41699981689453,93.08200073242188,94.22899627685547,94.37300109863281,94.5999984741211,93.23600006103516
2020-02-18 00:00:00-05:00,106.2509994506836,108.30349731445312,106.20549774169922,107.78350067138672,58912000,112.45843137376141,87.8067671430843,106.74349975585938,107.49349975585938,108.0,107.54000091552734,106.69550323486328,103.96399688720703,102.5114974975586,101.99349975585938,102.4834976196289,100.20999908447266,100.43599700927734,93.53399658203125,92.9000015258789,92.6624984741211,91.41699981689453,93.08200073242188,94.22899627685547,94.37300109863281,94.5999984741211
2020-02-19 00:00:00-05:00,108.38999938964844,109.25499725341797,108.05599975585938,108.51100158691406,51224000,113.40683904628598,88.24945978183901,107.78350067138672,106.74349975585938,107.49349975585938,108.0,107.54000091552734,106.69550323486328,103.96399688720703,102.5114974975586,101.99349975585938,102.4834976196289,100.20999908447266,100.43599700927734,93.53399658203125,92.9000015258789,92.6624984741211,91.41699981689453,93.08200073242188,94.22899627685547,94.37300109863281
2020-02-20 00:00:00-05:00,108.65350341796875,108.8395004272461,106.37249755859375,107.65499877929688,62626000,114.03839708570075,88.94610151049065,108.51100158691406,107.78350067138672,106.74349975585938,107.49349975585938,108.0,107.54000091552734,106.69550323486328,103.96399688720703,102.5114974975586,101.99349975585938,102.4834976196289,100.20999908447266,100.43599700927734,93.53399658203125,92.9000015258789,92.6624984741211,91.41699981689453,93.08200073242188,94.22899627685547
2020-02-21 00:00:00-05:00,107.10749816894531,107.22750091552734,104.4000015258789,104.79850006103516,92926000,114.16259111402209,89.87885786058729,107.65499877929688,108.51100158691406,107.78350067138672,106.74349975585938,107.49349975585938,108.0,107.54000091552734,106.69550323486328,103.96399688720703,102.5114974975586,101.99349975585938,102.4834976196289,100.20999908447266,100.43599700927734,93.53399658203125,92.9000015258789,92.6624984741211,91.41699981689453,93.08200073242188
2020-02-24 00:00:00-05:00,100.15899658203125,101.96499633789062,99.39849853515625,100.4645004272461,130940000,113.81525404147169,90.9644449026201,104.79850006103516,107.65499877929688,108.51100158691406,107.78350067138672,106.74349975585938,107.49349975585938,108.0,107.54000091552734,106.69550323486328,103.96399688720703,102.5114974975586,101.99349975585938,102.4834976196289,100.20999908447266,100.43599700927734,93.53399658203125,92.9000015258789,92.6624984741211,91.41699981689453
2020-02-25 00:00:00-05:00,101.32099914550781,101.7300033569336,97.9209976196289,98.63700103759766,124382000,113.12428119810676,92.37741786805535,100.4645004272461,104.79850006103516,107.65499877929688,108.51100158691406,107.78350067138672,106.74349975585938,107.49349975585938,108.0,107.54000091552734,106.69550323486328,103.96399688720703,102.5114974975586,101.99349975585938,102.4834976196289,100.20999908447266,100.43599700927734,93.53399658203125,92.9000015258789,92.6624984741211
2020-02-26 00:00:00-05:00,98.51399993896484,100.7334976196289,98.02249908447266,98.97949981689453,104492000,112.48774466139477,93.64565453904467,98.63700103759766,100.4645004272461,104.79850006103516,107.65499877929688,108.51100158691406,107.78350067138672,106.74349975585938,107.49349975585938,108.0,107.54000091552734,106.69550323486328,103.96399688720703,102.5114974975586,101.99349975585938,102.4834976196289,100.20999908447266,100.43599700927734,93.53399658203125,92.9000015258789
2020-02-27 00:00:00-05:00,96.71900177001953,98.75,94.13800048828125,94.21499633789062,162880000,112.26879512713788,93.99610355450275,98.97949981689453,98.63700103759766,100.4645004272461,104.79850006103516,107.65499877929688,108.51100158691406,107.78350067138672,106.74349975585938,107.49349975585938,108.0,107.54000091552734,106.69550323486328,103.96399688720703,102.5114974975586,101.99349975585938,102.4834976196289,100.20999908447266,100.43599700927734,93.53399658203125
2020-02-28 00:00:00-05:00,90.73149871826172,94.48799896240234,90.55650329589844,94.1875,189620000,112.16051910024125,94.16972992319624,94.21499633789062,98.97949981689453,98.63700103759766,100.4645004272461,104.79850006103516,107.65499877929688,108.51100158691406,107.78350067138672,106.74349975585938,107.49349975585938,108.0,107.54000091552734,106.69550323486328,103.96399688720703,102.5114974975586,101.99349975585938,102.4834976196289,100.20999908447266,100.43599700927734
2020-03-02 00:00:00-05:00,95.32450103759766,97.72550201416016,93.5,97.69750213623047,135234000,112.27827092424413,93.77812861188868,94.1875,94.21499633789062,98.97949981689453,98.63700103759766,100.4645004272461,104.79850006103516,107.65499877929688,108.51100158691406,107.78350067138672,106.74349975585938,107.49349975585938,108.0,107.54000091552734,106.69550323486328,103.96399688720703,102.5114974975586,101.99349975585938,102.4834976196289,100.20999908447266
